2024-05-28 11:28:49,761 INFO    StreamThr :736076 [internal.py:wandb_internal():89] W&B internal server running at pid: 736076, started at: 2024-05-28 11:28:49.761492
2024-05-28 11:28:49,765 DEBUG   HandlerThread:736076 [handler.py:handle_request():146] handle_request: status
2024-05-28 11:28:49,765 INFO    WriterThread:736076 [datastore.py:open_for_write():87] open: /home/fhoekstra/CBS2/wandb/run-20240528_112849-0xjq2y74/run-0xjq2y74.wandb
2024-05-28 11:28:49,765 DEBUG   SenderThread:736076 [sender.py:send():379] send: header
2024-05-28 11:28:49,811 DEBUG   SenderThread:736076 [sender.py:send():379] send: run
2024-05-28 11:28:50,198 INFO    SenderThread:736076 [dir_watcher.py:__init__():211] watching files in: /home/fhoekstra/CBS2/wandb/run-20240528_112849-0xjq2y74/files
2024-05-28 11:28:50,198 INFO    SenderThread:736076 [sender.py:_start_run_threads():1127] run started: 0xjq2y74 with start time 1716888529.761297
2024-05-28 11:28:50,205 DEBUG   HandlerThread:736076 [handler.py:handle_request():146] handle_request: check_version
2024-05-28 11:28:50,205 DEBUG   SenderThread:736076 [sender.py:send_request():406] send_request: check_version
2024-05-28 11:28:50,280 DEBUG   HandlerThread:736076 [handler.py:handle_request():146] handle_request: run_start
2024-05-28 11:28:50,289 DEBUG   HandlerThread:736076 [system_info.py:__init__():26] System info init
2024-05-28 11:28:50,289 DEBUG   HandlerThread:736076 [system_info.py:__init__():41] System info init done
2024-05-28 11:28:50,289 INFO    HandlerThread:736076 [system_monitor.py:start():194] Starting system monitor
2024-05-28 11:28:50,289 INFO    SystemMonitor:736076 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-28 11:28:50,289 INFO    HandlerThread:736076 [system_monitor.py:probe():214] Collecting system info
2024-05-28 11:28:50,290 INFO    SystemMonitor:736076 [interfaces.py:start():190] Started cpu monitoring
2024-05-28 11:28:50,290 INFO    SystemMonitor:736076 [interfaces.py:start():190] Started disk monitoring
2024-05-28 11:28:50,290 INFO    SystemMonitor:736076 [interfaces.py:start():190] Started gpu monitoring
2024-05-28 11:28:50,291 INFO    SystemMonitor:736076 [interfaces.py:start():190] Started memory monitoring
2024-05-28 11:28:50,291 INFO    SystemMonitor:736076 [interfaces.py:start():190] Started network monitoring
2024-05-28 11:28:50,299 DEBUG   HandlerThread:736076 [system_info.py:probe():150] Probing system
2024-05-28 11:28:50,305 DEBUG   HandlerThread:736076 [system_info.py:_probe_git():135] Probing git
2024-05-28 11:28:50,317 DEBUG   HandlerThread:736076 [system_info.py:_probe_git():143] Probing git done
2024-05-28 11:28:50,317 DEBUG   HandlerThread:736076 [system_info.py:probe():198] Probing system done
2024-05-28 11:28:50,317 DEBUG   HandlerThread:736076 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-31-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.9', 'heartbeatAt': '2024-05-28T09:28:50.299980', 'startedAt': '2024-05-28T09:28:49.757969', 'docker': None, 'cuda': None, 'args': ('--node-ip-address=145.100.134.10', '--node-manager-port=41857', '--object-store-name=/tmp/ray/session_2024-05-28_11-13-03_587206_729082/sockets/plasma_store', '--raylet-name=/tmp/ray/session_2024-05-28_11-13-03_587206_729082/sockets/raylet', '--redis-address=None', '--temp-dir=/tmp/ray', '--metrics-agent-port=46961', '--runtime-env-agent-port=58868', '--logging-rotate-bytes=536870912', '--logging-rotate-backup-count=5', '--runtime-env-agent-port=58868', '--gcs-address=145.100.134.10:60267', '--session-name=session_2024-05-28_11-13-03_587206_729082', '--temp-dir=/tmp/ray', '--webui=', '--cluster-id=4c71f394d9fb5e902d725a5a31afbbd640ae282cd22392dc8f71b0c6', '--startup-token=19', '--worker-launch-time-ms=1716888517170'), 'state': 'running', 'program': '/home/fhoekstra/miniconda3/envs/cbs2/lib/python3.7/site-packages/ray/_private/workers/default_worker.py', 'codePathLocal': None, 'git': {'remote': 'git@github.com:mael25/CBS2.git', 'commit': 'f9735d306a42766339e07ed879d75f1765135a96'}, 'email': 'flixtkc@gmail.com', 'root': '/home/fhoekstra/CBS2', 'host': 'ws5', 'username': 'fhoekstra', 'executable': '/home/fhoekstra/miniconda3/envs/cbs2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4096.907749999999, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 4099.997, 'min': 800.0, 'max': 5000.0}, {'current': 4099.965, 'min': 800.0, 'max': 5000.0}, {'current': 4099.981, 'min': 800.0, 'max': 5000.0}, {'current': 4100.0, 'min': 800.0, 'max': 5000.0}, {'current': 4099.992, 'min': 800.0, 'max': 5000.0}, {'current': 4100.024, 'min': 800.0, 'max': 5000.0}, {'current': 4100.029, 'min': 800.0, 'max': 5000.0}, {'current': 4100.004, 'min': 800.0, 'max': 5000.0}, {'current': 4100.002, 'min': 800.0, 'max': 5000.0}, {'current': 4100.009, 'min': 800.0, 'max': 5000.0}, {'current': 4099.997, 'min': 800.0, 'max': 5000.0}, {'current': 4100.005, 'min': 800.0, 'max': 5000.0}, {'current': 4099.979, 'min': 800.0, 'max': 5000.0}, {'current': 4100.005, 'min': 800.0, 'max': 5000.0}, {'current': 4099.999, 'min': 800.0, 'max': 5000.0}, {'current': 4100.005, 'min': 800.0, 'max': 5000.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 606.1519584655762}}, 'gpu': 'NVIDIA GeForce RTX 2080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 62.61648941040039}}
2024-05-28 11:28:50,317 INFO    HandlerThread:736076 [system_monitor.py:probe():224] Finished collecting system info
2024-05-28 11:28:50,317 INFO    HandlerThread:736076 [system_monitor.py:probe():227] Publishing system info
2024-05-28 11:28:50,317 DEBUG   HandlerThread:736076 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-05-28 11:28:51,199 INFO    Thread-12 :736076 [dir_watcher.py:_on_file_created():271] file/dir created: /home/fhoekstra/CBS2/wandb/run-20240528_112849-0xjq2y74/files/conda-environment.yaml
2024-05-28 11:28:52,596 DEBUG   HandlerThread:736076 [system_info.py:_save_conda():222] Saving conda packages done
