2024-05-28 10:20:52,071 INFO    StreamThr :710207 [internal.py:wandb_internal():89] W&B internal server running at pid: 710207, started at: 2024-05-28 10:20:52.070933
2024-05-28 10:20:52,072 DEBUG   HandlerThread:710207 [handler.py:handle_request():146] handle_request: status
2024-05-28 10:20:52,073 INFO    WriterThread:710207 [datastore.py:open_for_write():87] open: /home/fhoekstra/CBS2/wandb/run-20240528_102052-0l6sgozk/run-0l6sgozk.wandb
2024-05-28 10:20:52,075 DEBUG   SenderThread:710207 [sender.py:send():379] send: header
2024-05-28 10:20:52,124 DEBUG   SenderThread:710207 [sender.py:send():379] send: run
2024-05-28 10:20:52,465 INFO    SenderThread:710207 [dir_watcher.py:__init__():211] watching files in: /home/fhoekstra/CBS2/wandb/run-20240528_102052-0l6sgozk/files
2024-05-28 10:20:52,466 INFO    SenderThread:710207 [sender.py:_start_run_threads():1127] run started: 0l6sgozk with start time 1716884452.070973
2024-05-28 10:20:52,477 DEBUG   HandlerThread:710207 [handler.py:handle_request():146] handle_request: check_version
2024-05-28 10:20:52,477 DEBUG   SenderThread:710207 [sender.py:send_request():406] send_request: check_version
2024-05-28 10:20:52,552 DEBUG   HandlerThread:710207 [handler.py:handle_request():146] handle_request: run_start
2024-05-28 10:20:52,558 DEBUG   HandlerThread:710207 [system_info.py:__init__():26] System info init
2024-05-28 10:20:52,559 DEBUG   HandlerThread:710207 [system_info.py:__init__():41] System info init done
2024-05-28 10:20:52,559 INFO    HandlerThread:710207 [system_monitor.py:start():194] Starting system monitor
2024-05-28 10:20:52,559 INFO    SystemMonitor:710207 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-28 10:20:52,559 INFO    HandlerThread:710207 [system_monitor.py:probe():214] Collecting system info
2024-05-28 10:20:52,559 INFO    SystemMonitor:710207 [interfaces.py:start():190] Started cpu monitoring
2024-05-28 10:20:52,560 INFO    SystemMonitor:710207 [interfaces.py:start():190] Started disk monitoring
2024-05-28 10:20:52,560 INFO    SystemMonitor:710207 [interfaces.py:start():190] Started gpu monitoring
2024-05-28 10:20:52,561 INFO    SystemMonitor:710207 [interfaces.py:start():190] Started memory monitoring
2024-05-28 10:20:52,561 INFO    SystemMonitor:710207 [interfaces.py:start():190] Started network monitoring
2024-05-28 10:20:52,570 DEBUG   HandlerThread:710207 [system_info.py:probe():150] Probing system
2024-05-28 10:20:52,575 DEBUG   HandlerThread:710207 [system_info.py:_probe_git():135] Probing git
2024-05-28 10:20:52,588 DEBUG   HandlerThread:710207 [system_info.py:_probe_git():143] Probing git done
2024-05-28 10:20:52,589 DEBUG   HandlerThread:710207 [system_info.py:probe():198] Probing system done
